,CustomerID,ItemID,Sex,Age,Profession,CityType,YearsInCity,Married,ItemCategory1,ItemCategory2,ItemCategory3,Amount
63200,1003709,P00179242,M,26-35,12,C,3,1.0,11,,,3088
63201,1003709,P00269442,M,26-35,12,C,3,1.0,11,15.0,,5962
63202,1003709,P00180642,M,26-35,12,C,3,1.0,11,,,1700
63203,1003709,P00123042,M,26-35,12,C,3,1.0,11,,,3160
63204,1003709,P00122442,M,26-35,12,C,3,1.0,1,11.0,15.0,11615
63356,1003729,P00355142,M,18-25,4,A,2,0.0,1,15.0,,19218
63357,1003729,P00120842,M,18-25,4,A,2,0.0,8,17.0,,7802
63358,1003729,P00294542,M,18-25,4,A,2,0.0,8,,,6041
63359,1003729,P00154642,M,18-25,4,A,2,0.0,8,,,7790
63360,1003729,P00289342,M,18-25,4,A,2,0.0,5,8.0,14.0,3440
63361,1003729,P00135742,M,18-25,4,A,2,0.0,6,8.0,,16506
63362,1003729,P00218242,M,18-25,4,A,2,0.0,5,8.0,,5412
63363,1003729,P00050442,M,18-25,4,A,2,0.0,1,8.0,13.0,15693
63364,1003729,P00319042,M,18-25,4,A,2,0.0,5,,,8776
63365,1003729,P00331942,M,18-25,4,A,2,0.0,5,,,8585
63366,1003729,P00249642,M,18-25,4,A,2,0.0,3,5.0,,10564
63367,1003729,P00192042,M,18-25,4,A,2,0.0,5,9.0,14.0,5402
63368,1003729,P00045342,M,18-25,4,A,2,0.0,1,5.0,17.0,12090
63369,1003729,P00089442,M,18-25,4,A,2,0.0,8,,,5820
63370,1003729,P00213242,M,18-25,4,A,2,0.0,5,8.0,,8573
63371,1003729,P00000642,M,18-25,4,A,2,0.0,1,6.0,16.0,11871
63372,1003729,P00352142,M,18-25,4,A,2,0.0,1,6.0,16.0,15599
63373,1003729,P00339542,M,18-25,4,A,2,0.0,1,,,19539
63416,1003741,P00010742,M,26-35,0,C,1,0.0,1,8.0,17.0,15317
63417,1003741,P00220342,M,26-35,0,C,1,0.0,5,,,7085
63418,1003741,P00034442,M,26-35,0,C,1,0.0,1,14.0,16.0,7712
63419,1003741,P00137542,M,26-35,0,C,1,0.0,1,8.0,16.0,12085
63420,1003741,P00242742,M,26-35,0,C,1,0.0,1,2.0,9.0,11471
63421,1003741,P00173842,M,26-35,0,C,1,0.0,1,2.0,15.0,11825
63837,1003799,P00111142,M,18-25,0,C,4+,1.0,1,15.0,16.0,15224
63838,1003799,P00001142,M,18-25,0,C,4+,1.0,5,8.0,14.0,8770
63854,1003806,P00180342,M,18-25,4,A,4+,0.0,11,,,7561
63855,1003806,P00024742,M,18-25,4,A,4+,0.0,8,11.0,,10014
63856,1003806,P00179142,M,18-25,4,A,4+,0.0,11,,,6142
63857,1003806,P00196942,M,18-25,4,A,4+,0.0,5,11.0,,5241
63858,1003806,P00180942,M,18-25,4,A,4+,0.0,11,,,4541
63859,1003806,P00180542,M,18-25,4,A,4+,0.0,11,,,1497
63933,1003812,P00117942,M,36-45,17,B,0,0.0,5,15.0,,7047
63934,1003812,P00146042,M,36-45,17,B,0,0.0,1,13.0,15.0,11712
63935,1003812,P00355142,M,36-45,17,B,0,1.0,1,15.0,,11633
63936,1003812,P00110842,M,36-45,17,B,0,0.0,1,2.0,5.0,19248
63937,1003812,P00324742,M,36-45,17,B,0,0.0,2,9.0,14.0,9995
63938,1003812,P00183442,M,36-45,17,B,0,0.0,1,2.0,,15700
64321,1003851,P00234742,M,26-35,12,A,0,0.0,8,,,6026
64322,1003851,P00347642,M,26-35,12,A,0,0.0,1,6.0,,8100
64323,1003851,P00255842,M,26-35,12,A,0,0.0,16,,,16681
64435,1003876,P00270242,M,26-35,0,C,3,0.0,8,,,7849
64436,1003876,P00024042,M,26-35,0,C,3,0.0,7,,,20799
64538,1003888,P00057642,M,46-50,17,C,0,0.0,1,15.0,16.0,11755
64539,1003888,P00116942,M,46-50,17,C,0,0.0,6,10.0,16.0,20193
64540,1003888,P00370242,M,46-50,17,C,0,0.0,5,,,1807
64541,1003888,P00315642,M,46-50,17,C,0,0.0,8,13.0,,7996
64542,1003888,P00109242,M,46-50,17,C,0,0.0,6,8.0,10.0,12101
64604,1003901,P00304042,M,18-25,14,C,0,0.0,5,,,7092
64605,1003901,P00265242,M,18-25,14,C,0,0.0,5,8.0,,8759
64606,1003901,P00310142,M,18-25,14,C,0,0.0,5,15.0,,6932
64607,1003901,P00250242,M,18-25,14,C,0,0.0,5,,,8657
64608,1003901,P00277642,M,18-25,14,C,0,0.0,2,3.0,10.0,12963
64609,1003901,P00205842,M,18-25,14,C,0,0.0,5,,,5175
64610,1003901,P00351842,M,18-25,14,C,0,0.0,5,,,7045
64611,1003901,P00359142,M,18-25,14,C,0,0.0,16,,,12676
64690,1003921,P00265242,M,26-35,14,C,2,0.0,5,8.0,,8820
64691,1003921,P00126142,M,26-35,14,C,2,0.0,8,16.0,,7852
64692,1003921,P00161942,M,26-35,14,C,2,0.0,5,8.0,,7060
64693,1003921,P00230942,M,26-35,14,C,2,0.0,5,14.0,,6855
64859,1003944,P00034742,F,36-45,16,C,1,1.0,5,14.0,17.0,8702
64936,1003959,P00338542,F,46-50,1,C,1,0.0,1,,,15327
65076,1003984,P00016042,M,26-35,7,C,1,0.0,1,16.0,,15747
65599,1004042,P00352142,M,36-45,15,B,3,0.0,1,6.0,16.0,11960
65600,1004042,P00332242,M,36-45,15,B,3,0.0,1,16.0,,15662
65601,1004042,P00148642,M,36-45,15,B,3,0.0,6,10.0,13.0,20213
65602,1004042,P00021642,M,36-45,15,B,3,0.0,8,14.0,,7979
65603,1004042,P00318742,M,36-45,15,B,3,0.0,1,8.0,,15610
65604,1004042,P00210342,M,36-45,15,B,3,0.0,3,4.0,,8421
65605,1004042,P00129542,M,36-45,15,B,3,0.0,8,14.0,,5989
65606,1004042,P00329642,M,36-45,15,B,3,0.0,8,14.0,,8043
65607,1004042,P00111142,M,36-45,15,B,3,0.0,1,15.0,16.0,15912
65608,1004042,P00181542,M,36-45,15,B,3,0.0,11,16.0,,1750
65609,1004042,P00120742,M,36-45,15,B,3,0.0,8,12.0,17.0,5925
65610,1004042,P00251342,M,36-45,15,B,3,0.0,5,11.0,,1899
65611,1004042,P00111742,M,36-45,15,B,3,0.0,15,,,8492
65612,1004042,P00003242,M,36-45,15,B,3,0.0,8,15.0,,8123
65613,1004042,P00131542,M,36-45,15,B,3,0.0,8,12.0,,7938
65614,1004042,P00143642,M,36-45,15,B,3,0.0,1,2.0,6.0,8080
65615,1004042,P00073842,M,36-45,15,B,3,0.0,1,15.0,17.0,15284
65616,1004042,P00016742,M,36-45,15,B,3,0.0,1,15.0,16.0,4457
65617,1004042,P00178642,M,36-45,15,B,3,0.0,5,15.0,,3757
65618,1004042,P00028442,M,36-45,15,B,3,0.0,1,8.0,16.0,11591
65632,1004048,P00057642,F,36-45,1,B,1,1.0,1,15.0,16.0,11667
65633,1004048,P00144642,F,36-45,1,B,1,1.0,1,15.0,16.0,19348
65634,1004048,P00128042,F,36-45,1,B,1,1.0,1,5.0,18.0,15797
65635,1004048,P00147742,F,36-45,1,B,1,1.0,1,16.0,,19217
65636,1004048,P00193542,F,36-45,1,B,1,1.0,1,2.0,,15643
65637,1004048,P00142942,F,36-45,1,B,1,1.0,1,2.0,16.0,11412
65638,1004048,P00142142,F,36-45,1,B,1,1.0,1,2.0,15.0,7903
65639,1004048,P00014842,F,36-45,1,B,1,1.0,1,2.0,5.0,7615
65640,1004048,P00198142,F,36-45,1,B,1,1.0,2,4.0,9.0,16203
65641,1004048,P00182642,F,36-45,1,B,1,1.0,2,4.0,9.0,6577
65642,1004048,P00014142,F,36-45,1,B,1,1.0,2,4.0,,13147
65643,1004048,P00186342,F,36-45,1,B,1,1.0,2,4.0,9.0,12957
65644,1004048,P00251642,F,36-45,1,B,1,1.0,1,2.0,4.0,11757
65645,1004048,P00220242,F,36-45,1,B,1,1.0,3,12.0,,13251
65646,1004048,P00351242,F,36-45,1,B,1,1.0,3,4.0,5.0,13361
65647,1004048,P00003442,F,36-45,1,B,1,1.0,4,5.0,8.0,3518
65648,1004048,P00142442,F,36-45,1,B,1,1.0,4,8.0,,2762
65649,1004048,P00053842,F,36-45,1,B,1,1.0,4,5.0,12.0,810
65650,1004048,P0094342,F,36-45,1,B,1,1.0,4,5.0,18.0,2833
65651,1004048,P0094642,F,36-45,1,B,1,1.0,4,5.0,,3447
65652,1004048,P00000842,F,36-45,1,B,1,1.0,2,4.0,,12983
65653,1004048,P00076542,F,36-45,1,B,1,1.0,4,5.0,9.0,2120
65654,1004048,P00336042,F,36-45,1,B,1,1.0,5,12.0,,8676
65655,1004048,P00048642,F,36-45,1,B,1,1.0,5,14.0,,3694
65656,1004048,P00057242,F,36-45,1,B,1,1.0,5,,,6923
65657,1004048,P00068942,F,36-45,1,B,1,1.0,5,,,7143
65658,1004048,P00059442,F,36-45,1,B,1,1.0,6,8.0,16.0,4069
65659,1004048,P00207942,F,36-45,1,B,1,1.0,6,8.0,,19994
65660,1004048,P00302942,F,36-45,1,B,1,1.0,8,,,8034
65661,1004048,P00232642,F,36-45,1,B,1,1.0,8,,,8123
65662,1004048,P00020242,F,36-45,1,B,1,1.0,8,14.0,,9731
65663,1004048,P00235242,F,36-45,1,B,1,1.0,8,,,7857
65664,1004048,P00118142,F,36-45,1,B,1,1.0,8,17.0,,7756
65760,1004057,P00356742,M,36-45,6,C,1,0.0,5,,,7141
65761,1004057,P00100742,M,36-45,6,C,1,0.0,5,17.0,,5466
65801,1004062,P00327842,M,26-35,7,C,1,0.0,8,16.0,,8028
65802,1004062,P00283942,M,26-35,7,C,1,0.0,5,,,7019
65803,1004062,P00306042,M,26-35,7,C,1,0.0,2,8.0,,13032
65804,1004062,P00296742,M,26-35,7,C,1,0.0,8,,,8081
65805,1004062,P00255742,M,26-35,7,C,1,0.0,3,4.0,,10880
65806,1004062,P00073642,M,26-35,7,C,1,0.0,8,,,7802
65807,1004062,P00015842,M,26-35,7,C,1,0.0,1,14.0,16.0,7767
65808,1004062,P00302942,M,26-35,7,C,1,0.0,8,,,7816
65809,1004062,P00031442,M,26-35,7,C,1,0.0,5,8.0,,7059
65810,1004062,P00147942,M,26-35,7,C,1,0.0,1,16.0,,15713
65811,1004062,P00216342,M,26-35,7,C,1,0.0,3,4.0,5.0,10905
65812,1004062,P00219942,M,26-35,7,C,1,0.0,6,16.0,,20015
65813,1004062,P00035942,M,26-35,7,C,1,0.0,1,5.0,18.0,15493
65814,1004062,P00241642,M,26-35,7,C,1,0.0,1,2.0,11.0,8069
65815,1004062,P00034042,M,26-35,7,C,1,0.0,1,2.0,16.0,15208
65816,1004062,P00130442,M,26-35,7,C,1,0.0,3,5.0,,8008
65817,1004062,P00268542,M,26-35,7,C,1,0.0,5,,,3672
65818,1004062,P00148842,M,26-35,7,C,1,0.0,6,8.0,16.0,12227
65819,1004062,P00030842,M,26-35,7,C,1,0.0,1,2.0,15.0,15438
65820,1004062,P00059442,M,26-35,7,C,1,0.0,6,8.0,16.0,12582
66363,1004141,P00270942,M,36-45,17,B,2,1.0,1,2.0,15.0,15457
66364,1004141,P00081142,M,36-45,17,B,2,1.0,6,8.0,14.0,16475
66365,1004141,P00154742,M,36-45,17,B,2,1.0,8,14.0,16.0,6079
66366,1004141,P00070042,M,36-45,17,B,2,1.0,1,2.0,16.0,11607
66367,1004141,P00294442,M,36-45,17,B,2,1.0,3,4.0,12.0,13502
66368,1004141,P00237642,M,36-45,17,B,2,1.0,5,14.0,,7081
66369,1004141,P00026042,M,36-45,17,B,2,1.0,8,14.0,17.0,7851
66370,1004141,P00140742,M,36-45,17,B,2,1.0,1,15.0,,7880
66371,1004141,P00295942,M,36-45,17,B,2,1.0,2,5.0,15.0,13036
66372,1004141,P00149342,M,36-45,17,B,2,1.0,13,16.0,,770
66373,1004141,P00034142,M,36-45,17,B,2,1.0,8,13.0,16.0,7965
66374,1004141,P00130242,M,36-45,17,B,2,1.0,8,,,9966
66375,1004141,P00072542,M,36-45,17,B,2,1.0,5,6.0,,7093
67260,1004302,P00318742,M,51-55,1,C,1,1.0,1,8.0,,15513
67261,1004302,P00136542,M,51-55,1,C,1,1.0,5,8.0,,5324
67262,1004302,P00144242,M,51-55,1,C,1,1.0,5,14.0,,5213
67263,1004302,P00028442,M,51-55,1,C,1,1.0,1,8.0,16.0,15629
67264,1004302,P00187342,M,51-55,1,C,1,1.0,4,5.0,15.0,2144
67265,1004302,P00100842,M,51-55,1,C,1,1.0,5,,,5356
67266,1004302,P00270842,M,51-55,1,C,1,1.0,5,,,7164
67267,1004302,P00345842,M,51-55,1,C,1,1.0,2,8.0,14.0,16108
67268,1004302,P00244042,M,51-55,1,C,1,1.0,1,2.0,15.0,15431
67300,1004310,P00184942,M,26-35,4,C,2,1.0,1,8.0,17.0,19263
67301,1004310,P00315642,M,26-35,4,C,2,1.0,8,13.0,,9816
67302,1004310,P00032842,M,26-35,4,C,2,1.0,8,,,6081
67303,1004310,P00158242,M,26-35,4,C,2,1.0,6,8.0,,16596
67304,1004310,P00014642,M,26-35,4,C,2,1.0,8,14.0,17.0,10080
67305,1004310,P00169742,M,26-35,4,C,2,1.0,1,8.0,15.0,7613
67306,1004310,P00148842,M,26-35,4,C,2,1.0,6,8.0,16.0,16234
67307,1004310,P00322142,M,26-35,4,C,2,1.0,1,14.0,,15565
67308,1004310,P0097242,M,26-35,4,C,2,1.0,1,16.0,,15562
67309,1004310,P00113942,M,26-35,4,C,2,1.0,8,,,8085
67310,1004310,P00150942,M,26-35,4,C,2,1.0,6,11.0,13.0,16002
67311,1004310,P00102142,M,26-35,4,C,2,1.0,13,16.0,,777
67312,1004310,P00001842,M,26-35,4,C,2,1.0,16,,,20184
67313,1004310,P00009342,M,26-35,4,C,2,1.0,1,16.0,,12103
67314,1004310,P00345642,M,26-35,4,C,2,1.0,1,15.0,16.0,11812
67359,1004315,P00127342,M,18-25,4,C,2,0.0,1,2.0,15.0,11737
67360,1004315,P00062842,M,18-25,4,C,2,0.0,1,2.0,13.0,11832
67361,1004315,P00316642,M,18-25,4,C,2,0.0,4,5.0,,3429
67362,1004315,P00001942,M,18-25,4,C,2,0.0,5,,,1851
67363,1004315,P00156542,M,18-25,4,C,2,0.0,4,5.0,,722
67364,1004315,P00245642,M,18-25,4,C,2,0.0,5,11.0,12.0,8815
67620,1004354,P00117942,M,36-45,14,B,2,0.0,5,15.0,,8597
67621,1004354,P00339042,M,36-45,14,B,2,0.0,5,,,8806
67622,1004354,P00357642,M,36-45,14,B,2,0.0,5,,,7161
67623,1004354,P00209942,M,36-45,14,B,2,0.0,5,8.0,,5265
67624,1004354,P00336042,M,36-45,14,B,2,0.0,5,12.0,,5333
67625,1004354,P00337142,M,36-45,14,B,2,0.0,12,,,354
67626,1004354,P00336642,M,36-45,14,B,2,0.0,8,12.0,,8117
67627,1004354,P00260042,M,36-45,14,B,2,0.0,5,8.0,,3667
67628,1004354,P00245842,M,36-45,14,B,2,0.0,5,7.0,,1965
67629,1004354,P00193142,M,36-45,14,B,2,0.0,5,,,5142
67630,1004354,P00308342,M,36-45,14,B,2,0.0,5,8.0,,3517
67631,1004354,P00329242,M,36-45,14,B,2,0.0,5,14.0,,8852
67632,1004354,P00128042,M,36-45,14,B,2,0.0,1,5.0,18.0,19325
67633,1004354,P00176942,M,36-45,14,B,2,0.0,5,,,8803
67634,1004354,P0097242,M,36-45,14,B,2,0.0,1,16.0,,15339
67635,1004354,P00221842,M,36-45,14,B,2,0.0,1,8.0,,15400
67636,1004354,P00161942,M,36-45,14,B,2,0.0,5,8.0,,8828
67637,1004354,P00222842,M,36-45,14,B,2,0.0,8,,,2073
67638,1004354,P00249542,M,36-45,14,B,2,0.0,1,5.0,15.0,4080
67639,1004354,P00037542,M,36-45,14,B,2,0.0,1,,,15418
67640,1004354,P00111242,M,36-45,14,B,2,0.0,1,18.0,,12048
67641,1004354,P00101942,M,36-45,14,B,2,0.0,8,17.0,,7930
67642,1004354,P00343942,M,36-45,14,B,2,0.0,7,,,12802
67643,1004354,P00277042,M,36-45,14,B,2,0.0,7,,,20785
67644,1004354,P00277542,M,36-45,14,B,2,0.0,1,6.0,15.0,4011
67645,1004354,P00045342,M,36-45,14,B,2,0.0,1,5.0,17.0,15866
67696,1004363,P00326642,M,36-45,14,C,2,1.0,8,,,9893
67697,1004363,P00343042,M,36-45,14,C,2,1.0,5,18.0,,8587
67698,1004363,P00104942,M,36-45,14,C,2,1.0,5,,,5434
67699,1004363,P00110642,M,36-45,14,C,2,1.0,5,,,7102
67700,1004363,P00191542,M,36-45,14,C,2,1.0,4,5.0,,2860
67701,1004363,P00173842,M,36-45,14,C,2,1.0,1,2.0,15.0,12042
68438,1004469,P00058642,F,46-50,12,A,3,1.0,18,,,3765
69190,1004573,P00157542,M,51-55,16,C,1,1.0,8,14.0,,7877
69191,1004573,P00253542,M,51-55,16,C,1,1.0,8,,,8098
69192,1004573,P00148642,M,51-55,16,C,1,1.0,6,10.0,13.0,20053
69304,1004592,P00318742,M,18-25,4,A,3,0.0,1,8.0,,4100
69305,1004592,P00062842,M,18-25,4,A,3,0.0,1,2.0,13.0,19178
69306,1004592,P00127242,M,18-25,4,A,3,0.0,1,16.0,,15663
69307,1004592,P00127442,M,18-25,4,A,3,0.0,1,2.0,15.0,4439
69308,1004592,P00140742,M,18-25,4,A,3,0.0,1,15.0,,19663
69309,1004592,P00304042,M,18-25,4,A,3,0.0,5,,,5199
69465,1004624,P00057642,M,26-35,12,C,2,0.0,1,15.0,16.0,15259
69466,1004624,P00248142,M,26-35,12,C,2,0.0,5,,,6892
69467,1004624,P00070942,M,26-35,12,C,2,0.0,3,5.0,16.0,13713
69468,1004624,P00361642,M,26-35,12,C,2,0.0,5,,,7060
69549,1004644,P00220942,M,51-55,1,C,4+,1.0,18,,,3140
69550,1004644,P00318742,M,51-55,1,C,4+,1.0,1,8.0,,11636
69551,1004644,P00112042,M,51-55,1,C,4+,1.0,18,,,3054
69773,1004679,P00295842,M,55+,13,C,4+,1.0,5,8.0,,7115
69837,1004687,P00051442,M,36-45,14,C,0,1.0,8,17.0,,9845
69838,1004687,P00013742,M,36-45,14,C,0,1.0,5,,,1969
69839,1004687,P00114442,M,36-45,14,C,0,1.0,5,6.0,,8801
69840,1004687,P00255842,M,36-45,14,C,0,1.0,16,,,20773
69841,1004687,P00058042,M,36-45,14,C,0,1.0,8,16.0,,7868
69842,1004687,P00086042,M,36-45,14,C,0,1.0,8,14.0,17.0,9821
69843,1004687,P00116842,M,36-45,14,C,0,1.0,2,5.0,8.0,16364
69844,1004687,P00125342,M,36-45,14,C,0,1.0,11,,,6152
70105,1004733,P00054042,M,18-25,18,C,1,0.0,18,,,3790
70106,1004733,P00112142,M,18-25,18,C,1,0.0,1,2.0,14.0,19378
70107,1004733,P00015542,M,18-25,18,C,1,0.0,1,2.0,13.0,7914
70108,1004733,P00218142,M,18-25,18,C,1,0.0,1,2.0,,15563
70305,1004780,P00285342,M,26-35,12,A,3,0.0,5,8.0,,7014
70306,1004780,P00059442,M,26-35,12,A,3,0.0,6,8.0,16.0,20188
70307,1004780,P00001642,M,26-35,12,A,3,0.0,8,16.0,,6035
70567,1004817,P00351342,M,26-35,1,C,1,0.0,1,2.0,16.0,19424
70568,1004817,P00075542,M,26-35,1,C,1,0.0,8,13.0,,9976
70860,1004873,P00080342,M,55+,11,C,1,0.0,1,6.0,8.0,19132
70973,1004894,P00110742,M,36-45,7,C,1,0.0,1,2.0,8.0,19050
70974,1004894,P00112042,M,36-45,7,C,1,0.0,18,,,3803
71020,1004901,P00223542,M,26-35,7,C,1,0.0,1,8.0,17.0,8176
71021,1004901,P00270942,M,26-35,7,C,1,0.0,1,2.0,15.0,11898
71022,1004901,P00036842,M,26-35,7,C,1,0.0,1,14.0,16.0,15692
71023,1004901,P00034442,M,26-35,7,C,1,0.0,1,14.0,16.0,11731
71024,1004901,P00350342,M,26-35,7,C,1,0.0,1,6.0,,15639
71025,1004901,P00106042,M,26-35,7,C,1,0.0,5,,,5319
71026,1004901,P00114442,M,26-35,7,C,1,0.0,5,6.0,,6973
71126,1004921,P00052842,F,26-35,15,B,3,1.0,10,15.0,,23109
71127,1004921,P00120042,F,26-35,15,B,3,1.0,1,2.0,,15631
71128,1004921,P00216542,F,26-35,15,B,3,1.0,8,,,7872
71163,1004929,P00103342,M,46-50,1,C,1,1.0,8,,,7816
71411,1004967,P00110742,M,18-25,4,C,0,0.0,1,2.0,8.0,15496
71412,1004967,P00048742,M,18-25,4,C,0,0.0,5,,,6914
71413,1004967,P00019842,M,18-25,4,C,0,0.0,5,,,8723
71442,1004973,P00080342,F,55+,2,C,1,1.0,1,6.0,8.0,15593
71443,1004973,P00106942,F,55+,2,C,1,1.0,8,,,6192
71444,1004973,P00105642,F,55+,2,C,1,1.0,8,,,6159
71445,1004973,P00212142,F,55+,2,C,1,1.0,8,,,7836
71446,1004973,P00120942,F,55+,2,C,1,1.0,8,,,8032
71447,1004973,P00085142,F,55+,2,C,1,1.0,5,13.0,14.0,5207
71448,1004973,P00113042,F,55+,2,C,1,1.0,11,16.0,,1610
71449,1004973,P00252442,F,55+,2,C,1,1.0,8,,,7777
71878,1005049,P00110842,M,26-35,12,B,0,1.0,1,2.0,5.0,15280
71879,1005049,P00285342,M,26-35,12,B,0,1.0,5,8.0,,5298
71880,1005049,P00110942,M,26-35,12,B,0,1.0,1,2.0,,19296
71881,1005049,P00002142,M,26-35,12,B,0,1.0,1,5.0,8.0,15372
71882,1005049,P00119742,M,26-35,12,B,0,1.0,5,8.0,12.0,8881
71883,1005049,P0097242,M,26-35,12,B,0,1.0,1,16.0,,15722
71884,1005049,P00131042,M,26-35,12,B,0,1.0,8,,,6042
71885,1005049,P00007242,M,26-35,12,B,0,1.0,8,12.0,,7923
71886,1005049,P00241042,M,26-35,12,B,0,1.0,8,,,7867
72288,1005107,P00345642,F,46-50,0,B,0,0.0,1,15.0,16.0,4003
72289,1005107,P00184942,F,46-50,0,B,0,0.0,1,8.0,17.0,12051
72290,1005107,P00057942,F,46-50,0,B,0,0.0,1,2.0,6.0,7987
72291,1005107,P00270942,F,46-50,0,B,0,0.0,1,2.0,15.0,8024
72292,1005107,P00016042,F,46-50,0,B,0,0.0,1,16.0,,4119
72293,1005107,P00193542,F,46-50,0,B,0,0.0,1,2.0,,11551
72294,1005107,P00147742,F,46-50,0,B,0,0.0,1,16.0,,8307
72295,1005107,P00178742,F,46-50,0,B,0,0.0,5,,,3621
72296,1005107,P00213242,F,46-50,0,B,0,0.0,5,8.0,,7094
72297,1005107,P00283942,F,46-50,0,B,0,0.0,5,,,8692
72298,1005107,P00100642,F,46-50,0,B,0,0.0,5,15.0,,7083
72299,1005107,P00221442,F,46-50,0,B,0,0.0,1,2.0,5.0,7729
72300,1005107,P00158542,F,46-50,0,B,0,0.0,5,6.0,13.0,5466
72301,1005107,P00033342,F,46-50,0,B,0,0.0,5,14.0,,5157
72302,1005107,P00192042,F,46-50,0,B,0,0.0,5,9.0,14.0,5259
72303,1005107,P00001142,F,46-50,0,B,0,0.0,5,8.0,14.0,5369
72304,1005107,P00129742,F,46-50,0,B,0,0.0,5,8.0,,5350
72305,1005107,P00156742,F,46-50,0,B,0,0.0,5,6.0,8.0,3483
72306,1005107,P00213942,F,46-50,0,B,0,0.0,5,14.0,,5381
72307,1005107,P00169642,F,46-50,0,B,0,0.0,5,,,3584
72308,1005107,P00048742,F,46-50,0,B,0,0.0,5,,,5409
72309,1005107,P00227742,F,46-50,0,B,0,0.0,5,14.0,,6882
72310,1005107,P00256342,F,46-50,0,B,0,0.0,5,,,6997
72311,1005107,P00028842,F,46-50,0,B,0,0.0,6,8.0,,16555
72312,1005107,P00105542,F,46-50,0,B,0,0.0,8,,,7830
72313,1005107,P00248342,F,46-50,0,B,0,0.0,8,13.0,,7920
72314,1005107,P00109742,F,46-50,0,B,0,0.0,8,,,7966
72315,1005107,P00067042,F,46-50,0,B,0,0.0,8,,,6132
72316,1005107,P00003642,F,46-50,0,B,0,0.0,8,,,7959
72317,1005107,P00224542,F,46-50,0,B,0,0.0,8,,,7880
72318,1005107,P00149242,F,46-50,0,B,0,0.0,8,,,6052
72319,1005107,P00296042,F,46-50,0,B,0,0.0,8,13.0,16.0,10020
72529,1005135,P00289942,M,36-45,7,C,4+,0.0,3,4.0,5.0,10878
72530,1005135,P00121142,M,36-45,7,C,4+,0.0,8,,,8053
72531,1005135,P00112142,M,36-45,7,C,4+,0.0,1,2.0,14.0,15539
72866,1005207,P00205442,M,26-35,0,A,3,1.0,5,8.0,14.0,7122
73325,1005300,P00112142,M,26-35,20,A,0,1.0,1,2.0,14.0,12039
73326,1005300,P0099342,M,26-35,20,A,0,1.0,5,8.0,,8891
73327,1005300,P00231142,M,26-35,20,A,0,1.0,5,8.0,,6963
73328,1005300,P00328942,M,26-35,20,A,0,1.0,5,6.0,8.0,7141
73329,1005300,P00151342,M,26-35,20,A,0,1.0,7,,,16501
73330,1005300,P00114942,M,26-35,20,A,0,1.0,1,15.0,16.0,15652
73331,1005300,P00178642,M,26-35,20,A,0,1.0,5,15.0,,8685
73332,1005300,P00117642,M,26-35,20,A,0,1.0,10,16.0,,18817
73333,1005300,P00344242,M,26-35,20,A,0,1.0,8,10.0,,9761
73334,1005300,P00181842,M,26-35,20,A,0,1.0,11,,,5907
73335,1005300,P00354842,M,26-35,20,A,0,1.0,8,,,9815
73549,1005330,P00184042,F,26-35,0,C,2,0.0,1,8.0,,15772
73550,1005330,P00252842,F,26-35,0,C,2,0.0,8,,,4109
73551,1005330,P00176542,F,26-35,0,C,2,0.0,8,14.0,17.0,8021
73552,1005330,P00313142,F,26-35,0,C,2,0.0,8,,,8037
73553,1005330,P00304342,F,26-35,0,C,2,0.0,1,5.0,6.0,15840
73665,1005349,P00002942,F,51-55,2,C,1,1.0,2,15.0,,6668
73666,1005349,P00139942,F,51-55,2,C,1,1.0,5,,,7186
73667,1005349,P00224242,F,51-55,2,C,1,1.0,8,,,4061
73668,1005349,P00219242,F,51-55,2,C,1,1.0,4,5.0,,3529
73669,1005349,P00157542,F,51-55,2,C,1,1.0,8,14.0,,8116
73670,1005349,P00113142,F,51-55,2,C,1,1.0,1,5.0,12.0,15598
73671,1005349,P00106942,F,51-55,2,C,1,1.0,8,,,9696
73672,1005349,P00188942,F,51-55,2,C,1,1.0,8,,,5859
73673,1005349,P00254142,F,51-55,2,C,1,1.0,8,,,4243
73674,1005349,P00328442,F,51-55,2,C,1,1.0,5,14.0,,6855
73776,1005365,P00162942,M,18-25,12,C,0,0.0,7,,,16432
73777,1005365,P00009242,M,18-25,12,C,0,0.0,8,,,5905
73778,1005365,P00216142,M,18-25,12,C,0,0.0,1,16.0,,15374
73779,1005365,P00035242,M,18-25,12,C,0,0.0,8,14.0,,7973
73780,1005365,P00032442,M,18-25,12,C,0,0.0,5,,,7187
73781,1005365,P00194542,M,18-25,12,C,0,0.0,8,14.0,,8010
73782,1005365,P00102242,M,18-25,12,C,0,0.0,8,12.0,,7832
73783,1005365,P00159942,M,18-25,12,C,0,0.0,5,,,6980
73784,1005365,P00155342,M,18-25,12,C,0,0.0,5,13.0,,6985
73785,1005365,P00160942,M,18-25,12,C,0,0.0,1,16.0,,15560
73786,1005365,P00160642,M,18-25,12,C,0,0.0,1,11.0,15.0,11900
73787,1005365,P00050742,M,18-25,12,C,0,0.0,5,,,6944
73788,1005365,P00151942,M,18-25,12,C,0,0.0,11,,,4697
73846,1005368,P00057642,F,26-35,17,C,1,1.0,1,15.0,16.0,19184
73877,1005375,P00255842,M,26-35,0,C,0,0.0,16,,,20964
73972,1005394,P00250842,M,18-25,0,A,2,1.0,8,,,9947
